date,time,temp_c,air,light,soil
05/05/2021,06:29:22,24.04,40.80,96.00,51.00
05/05/2021,06:29:32,24.06,40.40,96.00,51.00
05/05/2021,06:29:42,24.16,40.40,96.20,51.00
05/05/2021,06:29:52,24.00,40.20,96.00,51.00
05/05/2021,06:30:02,24.06,40.60,96.20,51.00
05/05/2021,06:30:12,24.08,40.80,96.00,51.00
05/05/2021,06:30:22,24.02,40.40,96.00,51.00
05/05/2021,06:30:32,24.12,40.20,96.00,51.00
05/05/2021,06:30:42,24.12,40.80,96.00,51.00
05/05/2021,06:30:52,23.96,40.80,96.00,51.00
05/05/2021,06:31:02,24.16,40.60,96.00,51.00
05/05/2021,06:31:12,24.04,40.40,96.00,51.00
05/05/2021,06:31:23,24.16,40.60,96.00,51.00
05/05/2021,06:31:33,24.08,40.40,96.00,51.00
05/05/2021,06:31:43,24.08,40.80,96.00,51.00
05/05/2021,06:31:53,24.02,40.80,96.00,51.00
05/05/2021,06:32:03,24.14,40.80,96.00,51.00
05/05/2021,06:32:13,24.08,40.60,96.00,51.00
05/05/2021,06:32:23,24.12,40.20,96.00,51.00
05/05/2021,06:32:33,24.16,40.80,96.00,51.20
05/05/2021,06:32:43,24.08,40.60,96.00,51.20
05/05/2021,06:32:53,24.04,40.40,96.00,51.00
05/05/2021,06:33:03,24.16,41.00,96.00,51.00
05/05/2021,06:33:13,23.98,40.20,96.00,51.40
05/05/2021,06:33:23,24.06,41.00,96.00,51.00
05/05/2021,06:33:33,24.04,41.00,96.00,51.20
05/05/2021,06:33:44,24.08,41.00,96.00,51.00
05/05/2021,06:33:54,24.00,40.80,96.00,51.00
05/05/2021,06:34:04,24.12,40.60,96.00,51.20
05/05/2021,06:34:14,24.04,40.60,96.20,50.80
05/05/2021,06:34:24,24.22,40.20,96.20,51.00
05/05/2021,06:34:34,24.02,40.20,96.00,51.00
05/05/2021,06:34:44,24.10,40.80,96.20,51.00
05/05/2021,06:34:54,24.08,40.60,96.00,51.00
05/05/2021,06:35:04,24.00,40.60,96.00,51.00
05/05/2021,06:35:14,24.10,40.40,96.20,51.00
05/05/2021,06:35:24,24.08,40.60,96.00,51.00
05/05/2021,06:35:34,24.14,41.00,96.20,50.80
05/05/2021,06:35:44,24.12,40.40,96.20,51.00
05/05/2021,06:35:55,24.18,40.20,96.20,51.00
05/05/2021,06:36:05,24.18,40.60,96.20,51.80
05/05/2021,06:36:15,24.04,41.00,96.20,51.80
05/05/2021,06:36:25,24.06,41.00,96.20,51.20
05/05/2021,06:36:35,24.06,40.60,96.40,51.40
05/05/2021,06:36:45,24.12,40.20,96.40,51.80
05/05/2021,06:36:55,24.16,40.40,96.40,51.80
05/05/2021,06:37:05,23.98,40.40,96.20,51.60
05/05/2021,06:37:15,24.04,41.00,96.40,51.20
05/05/2021,06:37:25,24.06,41.00,96.80,51.40
05/05/2021,06:37:35,24.16,40.60,97.00,51.40
05/05/2021,06:37:45,24.12,40.80,96.60,51.20
05/05/2021,06:37:55,23.98,40.20,97.00,51.20
05/05/2021,06:38:05,24.04,40.60,96.60,51.00
05/05/2021,06:38:16,24.06,40.40,97.00,51.20
05/05/2021,06:38:26,24.06,40.40,96.60,51.20
05/05/2021,06:38:36,24.10,40.20,97.00,51.20
05/05/2021,06:38:46,24.20,40.20,96.60,51.20
05/05/2021,06:38:56,24.10,40.20,96.80,51.20
05/05/2021,06:39:06,24.10,40.20,96.80,51.00
05/05/2021,06:39:16,24.22,40.60,96.60,51.00
05/05/2021,06:39:26,24.10,40.60,96.80,51.40
05/05/2021,06:39:36,24.00,41.00,96.80,51.20
05/05/2021,06:39:46,24.18,41.00,97.00,51.00
05/05/2021,06:39:56,24.20,40.60,96.80,51.00
05/05/2021,06:40:06,24.08,40.60,97.00,51.00
05/05/2021,06:40:16,24.04,40.20,96.80,51.00
05/05/2021,06:40:26,24.08,40.80,96.80,51.00
05/05/2021,06:40:37,24.00,40.20,97.00,51.00
05/05/2021,06:40:47,24.10,40.20,96.80,51.00
05/05/2021,06:40:57,24.16,40.80,96.80,51.00
05/05/2021,06:41:07,24.14,40.40,96.80,51.00
05/05/2021,06:41:17,24.22,40.40,96.80,50.80
05/05/2021,06:41:27,24.08,40.00,96.80,51.00
05/05/2021,06:41:37,24.16,40.00,96.80,51.00
05/05/2021,06:41:47,24.10,40.60,96.60,51.00
05/05/2021,06:41:57,24.04,40.60,96.60,51.00
05/05/2021,06:42:07,24.02,40.40,97.00,51.00
05/05/2021,06:42:17,24.02,40.40,97.00,51.00
05/05/2021,06:42:27,24.06,40.60,97.00,51.00
05/05/2021,06:42:37,24.06,40.80,96.40,50.80
05/05/2021,06:42:47,24.02,40.20,97.00,51.00
05/05/2021,06:42:58,24.14,40.20,96.60,51.00
05/05/2021,06:43:08,24.16,40.20,97.00,51.00
05/05/2021,06:43:18,24.00,40.60,96.80,50.80
05/05/2021,06:43:28,24.16,40.40,96.80,51.00
05/05/2021,06:43:38,24.14,41.00,96.80,51.00
05/05/2021,06:43:48,24.12,41.00,96.60,50.80
05/05/2021,06:43:58,24.10,40.40,96.60,51.00
05/05/2021,06:44:08,24.14,40.20,96.80,51.00
05/05/2021,06:44:18,24.02,40.40,97.00,51.00
05/05/2021,06:44:28,24.02,40.80,97.00,50.80
05/05/2021,06:44:38,24.10,40.80,96.80,51.00
05/05/2021,06:44:48,24.08,40.40,97.00,51.00
05/05/2021,06:44:58,24.08,40.60,96.80,50.80
05/05/2021,06:45:08,24.12,40.20,97.00,50.80
05/05/2021,06:45:19,24.14,40.80,96.40,50.80
05/05/2021,06:45:29,24.10,40.40,96.80,51.00
05/05/2021,06:45:39,24.10,41.00,96.80,51.00
05/05/2021,06:45:49,24.14,41.00,96.20,51.00
05/05/2021,06:45:59,24.10,40.80,97.00,50.60
05/05/2021,06:46:09,24.12,40.80,96.80,51.00
05/05/2021,06:46:19,24.10,40.20,97.00,51.00
05/05/2021,06:46:29,24.08,40.80,96.60,51.00
05/05/2021,06:46:39,24.10,41.00,96.80,50.80
05/05/2021,06:46:49,24.14,41.00,97.00,51.00
05/05/2021,06:46:59,24.24,41.00,96.80,50.80
05/05/2021,06:47:09,24.16,41.00,97.00,50.80
05/05/2021,06:47:19,24.12,40.60,97.00,50.80
05/05/2021,06:47:29,24.18,40.40,97.00,51.00
05/05/2021,06:47:40,24.12,40.20,97.00,51.00
05/05/2021,06:47:50,24.00,40.40,96.80,50.80
05/05/2021,06:48:00,24.20,40.00,97.00,51.00
05/05/2021,06:48:10,24.14,41.00,97.00,50.80
05/05/2021,06:48:20,24.16,40.60,96.80,51.00
05/05/2021,06:48:30,24.12,40.20,96.60,50.80
05/05/2021,06:48:40,24.18,40.00,96.80,51.00
05/05/2021,06:48:50,24.22,41.00,96.80,51.00
05/05/2021,06:49:00,24.22,40.80,96.80,51.00
05/05/2021,06:49:10,24.20,40.00,96.80,51.00
05/05/2021,06:49:20,24.08,40.20,96.80,50.80
05/05/2021,06:49:30,24.08,40.00,96.80,51.00
05/05/2021,06:49:40,24.28,40.40,96.40,50.80
05/05/2021,06:49:50,24.12,40.40,96.80,51.00
05/05/2021,06:50:01,24.08,40.40,97.00,50.80
05/05/2021,06:50:11,24.16,40.20,97.00,51.00
05/05/2021,06:50:21,24.12,40.20,97.00,51.00
05/05/2021,06:50:31,24.20,40.40,97.00,50.60
05/05/2021,06:50:41,24.12,40.40,96.80,51.00
05/05/2021,06:50:51,24.18,40.00,97.00,51.00
05/05/2021,06:51:01,24.24,40.00,96.80,50.80
05/05/2021,06:51:11,24.16,40.20,96.80,51.00
05/05/2021,06:51:21,24.04,40.20,96.80,51.00
05/05/2021,06:51:31,24.06,41.00,97.00,50.80
05/05/2021,06:51:41,24.12,40.40,97.00,51.00
05/05/2021,06:51:51,24.18,40.00,96.80,51.00
05/05/2021,06:52:01,24.14,40.00,96.60,51.00
05/05/2021,06:52:12,24.06,40.20,97.00,51.00
05/05/2021,06:52:22,24.12,40.00,97.00,51.00
05/05/2021,06:52:32,24.16,41.00,97.00,50.80
05/05/2021,06:52:42,24.20,41.00,96.80,50.80
05/05/2021,06:52:52,24.18,40.20,96.80,51.00
05/05/2021,06:53:02,24.36,40.60,96.80,51.00
05/05/2021,06:53:12,23.96,41.00,96.60,50.80
05/05/2021,06:53:22,24.18,40.40,97.00,50.80
05/05/2021,06:53:32,24.06,40.80,96.80,51.00
05/05/2021,06:53:42,24.08,40.20,97.00,51.00
05/05/2021,06:53:52,24.22,40.20,96.60,51.00
05/05/2021,06:54:02,24.24,41.00,97.00,51.00
05/05/2021,06:54:12,24.16,40.80,97.00,51.00
05/05/2021,06:54:22,24.08,40.40,97.00,51.00
05/05/2021,06:54:33,24.10,40.80,96.80,51.00
05/05/2021,06:54:43,24.06,40.60,97.00,51.00
05/05/2021,06:54:53,24.14,41.00,96.80,51.00
05/05/2021,06:55:03,24.04,41.00,96.60,50.80
05/05/2021,06:55:13,24.14,40.80,97.00,51.00
05/05/2021,06:55:23,24.10,40.80,97.00,51.00
05/05/2021,06:55:33,24.16,40.80,97.00,51.20
05/05/2021,06:55:43,24.14,40.40,97.00,51.00
05/05/2021,06:55:53,24.20,40.80,97.00,51.00
05/05/2021,06:56:03,24.20,40.80,97.00,50.80
05/05/2021,06:56:13,24.16,40.80,97.00,51.00
05/05/2021,06:56:23,24.22,40.60,97.00,51.00
05/05/2021,06:56:33,24.20,40.80,97.00,51.20
05/05/2021,06:56:43,24.10,40.60,96.80,51.40
05/05/2021,06:56:54,24.18,40.20,97.00,51.80
05/05/2021,06:57:04,24.20,40.80,97.00,51.60
05/05/2021,06:57:14,24.26,40.60,97.00,52.00
05/05/2021,06:57:24,24.22,40.20,97.00,51.60
05/05/2021,06:57:34,24.24,41.00,97.00,51.80
05/05/2021,06:57:44,24.24,40.80,97.00,51.80
05/05/2021,06:57:54,24.22,40.40,97.00,51.60
05/05/2021,06:58:04,24.24,41.00,97.00,51.80
05/05/2021,06:58:14,24.18,41.00,97.00,51.80
05/05/2021,06:58:24,24.18,40.20,97.00,51.60
05/05/2021,06:58:34,24.18,40.40,97.00,51.80
05/05/2021,06:58:44,24.16,40.40,96.80,51.80
05/05/2021,06:58:54,24.14,40.20,97.00,51.60
05/05/2021,06:59:04,24.26,40.80,97.00,51.80
05/05/2021,06:59:15,24.12,40.20,97.00,52.00
05/05/2021,06:59:25,24.22,40.00,97.00,51.80
05/05/2021,06:59:35,24.24,40.00,97.00,51.60
05/05/2021,06:59:45,24.20,40.20,97.00,51.60
05/05/2021,06:59:55,24.18,40.60,97.00,51.80
05/05/2021,07:00:05,24.16,40.80,97.00,51.40
05/05/2021,07:00:15,24.20,40.40,97.00,51.60
05/05/2021,07:00:25,24.12,40.40,97.00,52.00
05/05/2021,07:00:35,24.12,41.00,97.00,51.80
05/05/2021,07:00:45,24.16,40.80,97.00,51.80
05/05/2021,07:00:55,24.14,40.20,97.00,51.80
05/05/2021,07:01:05,24.16,40.00,97.00,52.00
05/05/2021,07:01:15,24.30,40.00,97.00,51.80
05/05/2021,07:01:25,24.28,40.60,97.00,52.00
05/05/2021,07:01:36,24.16,40.20,97.00,51.80
05/05/2021,07:01:46,24.12,40.00,97.00,51.60
05/05/2021,07:01:56,24.18,40.40,97.00,52.00
05/05/2021,07:02:06,24.22,40.20,97.00,52.00
05/05/2021,07:02:16,24.14,40.00,96.80,51.80
05/05/2021,07:02:26,24.20,40.20,97.00,51.60
05/05/2021,07:02:36,24.22,40.20,97.00,51.60
05/05/2021,07:02:46,24.22,40.20,97.00,52.00
05/05/2021,07:02:56,24.24,40.00,97.00,52.00
05/05/2021,07:03:06,24.24,40.20,96.80,51.80
05/05/2021,07:03:16,24.14,40.00,97.00,52.00
05/05/2021,07:03:26,24.32,40.00,97.00,51.80
05/05/2021,07:03:36,24.06,40.00,97.00,51.40
05/05/2021,07:03:46,24.16,40.00,97.00,51.60
05/05/2021,07:03:57,24.28,40.00,97.00,52.00
05/05/2021,07:04:07,24.26,40.00,97.00,51.60
05/05/2021,07:04:17,24.24,40.00,96.80,51.80
05/05/2021,07:04:27,24.14,40.00,97.00,51.80
05/05/2021,07:04:37,24.06,40.00,96.80,51.60
05/05/2021,07:04:47,24.36,40.00,97.00,51.80
05/05/2021,07:04:57,24.26,40.00,97.00,52.00
05/05/2021,07:05:07,24.20,40.00,96.80,51.60
05/05/2021,07:05:17,24.14,40.00,96.80,51.80
05/05/2021,07:05:27,24.16,40.00,97.00,51.80
05/05/2021,07:05:37,24.28,40.00,97.00,51.40
05/05/2021,07:05:47,24.16,40.00,97.00,51.60
05/05/2021,07:05:57,24.22,40.00,97.00,52.00
05/05/2021,07:06:08,24.14,40.00,96.80,51.60
05/05/2021,07:06:18,24.32,40.00,96.80,51.80
05/05/2021,07:06:28,24.30,40.00,97.00,51.80
05/05/2021,07:06:38,24.20,40.20,97.00,51.80
05/05/2021,07:06:48,24.24,40.00,97.00,51.40
05/05/2021,07:06:58,24.34,40.00,97.00,52.00
05/05/2021,07:07:08,24.22,40.00,97.00,51.80
05/05/2021,07:07:18,24.18,40.00,97.00,51.80
05/05/2021,07:07:28,24.20,40.00,97.00,51.40
05/05/2021,07:07:38,24.14,40.00,97.00,52.00
05/05/2021,07:07:48,24.20,40.00,97.00,51.80
05/05/2021,07:07:58,24.18,40.00,97.00,51.60
05/05/2021,07:08:08,24.30,40.00,97.00,51.80
05/05/2021,07:08:18,24.26,40.40,97.00,51.80
05/05/2021,07:08:29,24.14,40.00,97.00,52.00
05/05/2021,07:08:39,24.24,40.00,97.00,51.60
05/05/2021,07:08:49,24.14,40.00,97.00,52.00
05/05/2021,07:08:59,24.26,40.00,97.00,51.60
05/05/2021,07:09:09,24.30,40.00,97.00,51.80
05/05/2021,07:09:19,24.20,40.00,97.00,52.00
05/05/2021,07:09:29,24.16,40.00,97.00,51.60
05/05/2021,07:09:39,24.24,40.00,97.00,51.00
05/05/2021,07:09:49,24.20,40.20,97.00,51.60
05/05/2021,07:09:59,24.26,40.20,97.00,51.60
05/05/2021,07:10:09,24.18,40.00,97.00,51.40
05/05/2021,07:10:19,24.20,40.00,97.00,52.00
05/05/2021,07:10:29,24.22,40.00,97.00,51.40
05/05/2021,07:10:39,24.14,40.00,97.00,51.80
05/05/2021,07:10:50,24.18,40.00,97.00,51.80
05/05/2021,07:11:00,24.18,40.00,97.00,51.00
05/05/2021,07:11:10,24.26,40.00,97.00,52.00
05/05/2021,07:11:20,24.32,40.20,97.00,51.20
05/05/2021,07:11:30,24.28,40.00,97.00,51.40
05/05/2021,07:11:40,24.28,40.00,97.00,51.60
05/05/2021,07:11:50,24.30,40.00,97.00,51.80
05/05/2021,07:12:00,24.14,40.00,96.80,51.40
05/05/2021,07:12:10,24.14,40.00,97.00,51.00
05/05/2021,07:12:20,24.22,40.00,97.00,51.40
05/05/2021,07:12:30,24.24,40.00,96.80,51.80
05/05/2021,07:12:40,24.24,40.00,97.00,51.40
05/05/2021,07:12:50,24.26,40.00,97.00,51.80
05/05/2021,07:13:00,24.24,40.00,97.00,51.60
05/05/2021,07:13:11,24.32,40.00,97.00,51.40
05/05/2021,07:13:21,24.20,40.00,97.00,51.60
05/05/2021,07:13:31,24.28,40.00,97.00,51.80
05/05/2021,07:13:41,24.24,40.00,96.80,51.80
05/05/2021,07:13:51,24.26,40.00,97.00,51.20
05/05/2021,07:14:01,24.36,40.00,97.00,51.60
05/05/2021,07:14:11,24.26,40.00,97.00,51.60
05/05/2021,07:14:21,24.20,40.00,97.00,51.20
05/05/2021,07:14:31,24.28,40.00,97.00,51.40
05/05/2021,07:14:41,24.24,40.00,97.00,51.40
05/05/2021,07:14:51,24.30,40.00,97.00,51.80
05/05/2021,07:15:01,24.18,40.00,97.00,51.40
05/05/2021,07:15:11,24.24,40.00,97.00,51.40
05/05/2021,07:15:21,24.26,40.00,96.80,51.80
05/05/2021,07:15:32,24.34,40.00,97.00,51.20
05/05/2021,07:15:42,24.22,40.00,97.00,51.80
05/05/2021,07:15:52,24.30,40.00,97.00,51.60
05/05/2021,07:16:02,24.20,40.00,96.80,51.80
05/05/2021,07:16:12,24.36,40.00,97.00,51.40
05/05/2021,07:16:22,24.24,40.00,97.00,51.60
05/05/2021,07:16:32,24.26,40.00,97.00,52.00
05/05/2021,07:16:42,24.28,40.00,97.00,51.60
05/05/2021,07:16:52,24.14,40.00,96.80,51.60
05/05/2021,07:17:02,24.30,40.00,97.00,52.00
05/05/2021,07:17:12,24.42,40.00,97.00,51.80
05/05/2021,07:17:22,24.20,40.00,96.80,51.40
05/05/2021,07:17:32,24.26,40.00,97.00,51.80
05/05/2021,07:17:42,24.10,40.00,96.80,51.40
05/05/2021,07:17:53,24.26,40.00,97.00,51.20
05/05/2021,07:18:03,24.28,40.00,97.00,52.00
05/05/2021,07:18:13,24.38,40.00,97.00,51.40
05/05/2021,07:18:23,24.26,40.00,97.00,51.60
05/05/2021,07:18:33,24.30,40.00,97.00,51.40
05/05/2021,07:18:43,24.28,40.00,97.20,51.40
05/05/2021,07:18:53,24.28,40.00,97.00,51.80
05/05/2021,07:19:03,24.24,40.00,97.00,51.60
05/05/2021,07:19:13,24.22,40.00,97.00,52.00
05/05/2021,07:19:23,24.24,40.00,97.00,51.40
05/05/2021,07:19:33,24.18,40.00,97.20,51.80
05/05/2021,07:19:43,24.30,40.00,97.00,51.80
05/05/2021,07:19:53,24.24,40.00,97.00,51.80
05/05/2021,07:20:04,24.36,40.00,97.00,51.80
05/05/2021,07:20:14,24.30,40.00,97.00,51.60
05/05/2021,07:20:24,24.28,40.00,97.00,51.80
05/05/2021,07:20:34,24.26,40.00,97.00,52.00
05/05/2021,07:20:44,24.28,40.00,97.20,51.40
05/05/2021,07:20:54,24.36,40.00,97.00,51.40
05/05/2021,07:21:04,24.28,40.00,97.00,51.60
05/05/2021,07:21:14,24.42,40.00,97.00,51.80
05/05/2021,07:21:24,24.28,40.00,97.00,51.40
05/05/2021,07:21:34,24.28,40.00,97.00,51.40
05/05/2021,07:21:44,24.26,40.00,97.00,51.80
05/05/2021,07:21:54,24.30,40.00,97.00,51.80
05/05/2021,07:22:04,24.38,40.00,97.00,51.00
05/05/2021,07:22:14,24.36,40.00,97.00,51.60
05/05/2021,07:22:25,24.34,40.00,97.00,51.60
05/05/2021,07:22:35,24.32,40.00,97.00,51.20
05/05/2021,07:22:45,24.30,40.00,97.00,51.20
05/05/2021,07:22:55,24.22,40.00,96.80,51.20
05/05/2021,07:23:05,24.34,40.00,97.00,51.20
05/05/2021,07:23:15,24.40,40.00,97.00,51.20
05/05/2021,07:23:25,24.20,40.00,97.20,51.00
05/05/2021,07:23:35,24.28,40.00,97.00,51.80
05/05/2021,07:23:45,24.26,40.00,97.00,51.00
05/05/2021,07:23:55,24.30,40.00,97.00,51.40
05/05/2021,07:24:05,24.26,40.00,97.00,51.40
05/05/2021,07:24:15,24.26,40.00,97.00,51.00
05/05/2021,07:24:25,24.34,40.00,97.00,51.40
05/05/2021,07:24:35,24.32,40.00,97.00,51.40
05/05/2021,07:24:46,24.34,40.00,97.00,51.20
05/05/2021,07:24:56,24.28,40.00,97.00,51.00
05/05/2021,07:25:06,24.24,40.00,97.00,51.00
05/05/2021,07:25:16,24.42,40.00,97.00,51.40
05/05/2021,07:25:26,24.26,40.00,97.00,51.00
05/05/2021,07:25:36,24.36,40.00,97.00,51.20
05/05/2021,07:25:46,24.36,40.00,97.00,51.40
05/05/2021,07:25:56,24.34,40.00,97.00,51.40
05/05/2021,07:26:06,24.26,40.00,97.00,51.00
05/05/2021,07:26:16,24.16,40.00,97.00,51.20
05/05/2021,07:26:26,24.30,40.00,97.00,51.00
05/05/2021,07:26:36,24.24,40.00,97.00,51.00
05/05/2021,07:26:46,24.18,40.00,97.00,51.20
05/05/2021,07:26:56,24.40,40.00,97.00,51.60
05/05/2021,07:27:07,24.34,40.00,97.00,51.00
05/05/2021,07:27:17,24.14,40.00,97.00,51.60
05/05/2021,07:27:27,24.38,40.00,97.00,51.00
05/05/2021,07:27:37,24.36,40.00,97.00,51.00
05/05/2021,07:27:47,24.30,40.00,97.00,51.00
05/05/2021,07:27:57,24.36,40.00,97.00,51.40
05/05/2021,07:28:07,24.24,40.00,97.00,51.40
05/05/2021,07:28:17,24.14,40.00,97.00,51.40
05/05/2021,07:28:27,24.36,40.00,97.00,51.20
05/05/2021,07:28:37,24.30,40.00,97.00,51.20
05/05/2021,07:28:47,24.38,40.00,97.00,51.40
05/05/2021,07:28:57,24.36,40.00,97.00,51.40
05/05/2021,07:29:07,24.38,40.00,97.00,51.20
05/05/2021,07:29:17,24.38,40.00,97.00,51.20
05/05/2021,07:29:28,24.38,40.00,96.80,51.60
05/05/2021,07:29:38,24.28,40.00,96.80,51.80
05/05/2021,07:29:48,24.40,40.00,97.00,51.20
05/05/2021,07:29:58,24.32,40.00,97.00,51.00
05/05/2021,07:30:08,24.36,40.00,97.00,51.20
05/05/2021,07:30:18,24.36,40.00,97.00,51.20
05/05/2021,07:30:28,24.30,40.00,97.00,51.00
05/05/2021,07:30:38,24.36,40.00,97.00,51.00
05/05/2021,07:30:48,24.32,40.00,97.00,51.00
05/05/2021,07:30:58,24.40,40.00,97.00,51.00
05/05/2021,07:31:08,24.46,40.00,97.00,51.00
05/05/2021,07:31:18,24.20,40.00,97.00,51.20
05/05/2021,07:31:28,24.34,40.00,97.00,51.00
05/05/2021,07:31:38,24.26,40.00,97.00,51.00
05/05/2021,07:31:49,24.34,40.00,97.00,51.00
05/05/2021,07:31:59,24.32,40.00,97.20,51.20
05/05/2021,07:32:09,24.26,40.00,97.00,51.20
05/05/2021,07:32:19,24.34,40.00,97.00,51.00
05/05/2021,07:32:29,24.34,40.00,97.00,51.00
05/05/2021,07:32:39,24.34,40.00,97.00,51.20
05/05/2021,07:32:49,24.32,40.00,97.00,51.00
05/05/2021,07:32:59,24.30,40.00,97.00,51.00
05/05/2021,07:33:09,24.30,40.00,97.20,51.00
05/05/2021,07:33:19,24.38,40.00,97.00,51.00
05/05/2021,07:33:29,24.32,40.00,97.20,51.00
05/05/2021,07:33:39,24.30,40.00,97.00,51.00
05/05/2021,07:33:49,24.28,40.00,97.00,51.00
05/05/2021,07:34:00,24.28,40.00,97.00,51.00
05/05/2021,07:34:10,24.30,40.00,97.00,51.00
05/05/2021,07:34:20,24.22,40.00,97.00,51.00
05/05/2021,07:34:30,24.36,40.00,97.00,51.00
05/05/2021,07:34:40,24.44,40.00,97.00,51.40
05/05/2021,07:34:50,24.42,40.00,97.00,51.20
05/05/2021,07:35:00,24.24,40.00,97.20,51.40
05/05/2021,07:35:10,24.30,40.00,97.00,51.60
05/05/2021,07:35:20,24.16,40.00,97.00,51.60
05/05/2021,07:35:30,24.34,40.00,97.00,51.40
05/05/2021,07:35:40,24.42,40.00,97.00,51.20
05/05/2021,07:35:50,24.32,40.00,97.00,51.80
05/05/2021,07:36:00,24.32,40.00,97.00,51.80
05/05/2021,07:36:10,24.42,40.00,97.00,51.20
05/05/2021,07:36:21,24.32,40.00,97.00,51.40
05/05/2021,07:36:31,24.30,40.00,97.00,51.60
05/05/2021,07:36:41,24.42,40.00,97.00,51.60
05/05/2021,07:36:51,24.34,40.00,97.00,51.80
05/05/2021,07:37:01,24.30,40.00,97.00,51.80
05/05/2021,07:37:11,24.34,40.00,97.00,51.60
05/05/2021,07:37:21,24.34,40.00,97.00,51.60
05/05/2021,07:37:31,24.34,40.00,97.20,51.80
05/05/2021,07:37:41,24.30,40.00,97.00,51.60
05/05/2021,07:37:51,24.38,40.00,97.00,51.40
05/05/2021,07:38:01,24.38,40.00,97.00,51.60
05/05/2021,07:38:11,24.34,40.00,97.00,51.40
05/05/2021,07:38:21,24.38,40.00,97.00,51.60
05/05/2021,07:38:31,24.40,40.00,97.00,51.60
05/05/2021,07:38:42,24.36,40.00,97.00,51.80
05/05/2021,07:38:52,24.36,40.00,97.00,51.60
05/05/2021,07:39:02,24.42,40.00,96.80,51.40
05/05/2021,07:39:12,24.36,40.00,97.00,51.20
05/05/2021,07:39:22,24.30,40.00,97.00,51.80
05/05/2021,07:39:32,24.36,40.00,97.00,51.40
05/05/2021,07:39:42,24.46,40.00,97.00,51.60
05/05/2021,07:39:52,24.34,40.00,97.00,52.00
05/05/2021,07:40:02,24.32,40.00,97.00,51.80
05/05/2021,07:40:12,24.30,40.00,97.20,51.80
05/05/2021,07:40:22,24.30,40.00,97.20,51.80
05/05/2021,07:40:32,24.36,40.00,97.00,52.00
05/05/2021,07:40:42,24.44,40.00,97.00,52.00
05/05/2021,07:40:52,24.38,40.00,97.00,51.60
05/05/2021,07:41:03,24.32,40.00,97.00,51.60
05/05/2021,07:41:13,24.28,40.00,97.00,52.00
05/05/2021,07:41:23,24.52,40.00,97.00,51.80
05/05/2021,07:41:33,24.34,40.00,97.00,51.60
05/05/2021,07:41:43,24.38,40.00,97.00,51.20
05/05/2021,07:41:53,24.38,40.00,97.00,51.80
05/05/2021,07:42:03,24.38,40.00,97.00,52.00
05/05/2021,07:42:13,24.42,40.00,97.40,51.20
05/05/2021,07:42:23,24.40,40.00,97.00,51.40
05/05/2021,07:42:33,24.46,40.00,97.00,51.60
05/05/2021,07:42:43,24.40,40.00,97.00,52.00
05/05/2021,07:42:53,24.48,40.00,97.00,51.80
05/05/2021,07:43:03,24.52,40.00,97.00,51.60
05/05/2021,07:43:13,24.38,40.00,97.00,51.60
05/05/2021,07:43:24,24.42,40.00,97.00,51.40
05/05/2021,07:43:34,24.38,40.00,97.00,51.60
05/05/2021,07:43:44,24.36,40.00,97.00,51.80
05/05/2021,07:43:54,24.40,40.00,97.00,51.80
05/05/2021,07:44:04,24.32,40.00,97.00,52.00
05/05/2021,07:44:14,24.34,40.00,96.80,51.40
05/05/2021,07:44:24,24.50,40.00,97.00,51.40
05/05/2021,07:44:34,24.40,40.00,97.00,52.00
05/05/2021,07:44:44,24.46,40.00,97.00,52.00
05/05/2021,07:44:54,24.30,40.00,97.00,51.40
05/05/2021,07:45:04,24.36,40.00,97.00,51.40
05/05/2021,07:45:14,24.50,40.00,96.80,52.00
05/05/2021,07:45:24,24.38,40.00,97.00,51.80
05/05/2021,07:45:35,24.40,40.00,97.00,51.80
05/05/2021,07:45:45,24.30,40.00,97.00,51.80
05/05/2021,07:45:55,24.36,40.00,96.80,51.20
05/05/2021,07:46:05,24.44,40.00,97.00,51.60
05/05/2021,07:46:15,24.44,40.00,97.00,51.80
05/05/2021,07:46:25,24.44,40.00,96.80,51.60
05/05/2021,07:46:35,24.32,40.00,97.00,51.40
05/05/2021,07:46:45,24.40,40.00,97.00,51.20
05/05/2021,07:46:55,24.34,40.00,97.00,52.00
05/05/2021,07:47:05,24.32,40.00,97.00,51.80
05/05/2021,07:47:15,24.36,40.00,97.00,51.60
05/05/2021,07:47:25,24.46,40.00,96.80,51.60
05/05/2021,07:47:35,24.40,40.00,97.00,51.80
05/05/2021,07:47:45,24.38,40.00,97.00,51.60
05/05/2021,07:47:56,24.44,40.00,97.00,51.40
05/05/2021,07:48:06,24.40,40.00,97.00,51.40
05/05/2021,07:48:16,24.36,40.00,97.00,51.80
05/05/2021,07:48:26,24.44,40.00,96.80,51.40
05/05/2021,07:48:36,24.38,40.00,97.00,51.60
05/05/2021,07:48:46,24.46,40.00,97.00,51.60
05/05/2021,07:48:56,24.40,40.00,97.00,51.80
05/05/2021,07:49:06,24.44,40.00,97.00,52.00
05/05/2021,07:49:16,24.38,40.00,97.00,51.40
05/05/2021,07:49:26,24.56,40.00,97.00,51.60
05/05/2021,07:49:36,24.46,40.00,97.00,52.00
05/05/2021,07:49:46,24.30,40.00,97.00,52.00
05/05/2021,07:49:56,24.40,40.00,97.00,51.40
05/05/2021,07:50:06,24.40,40.00,97.00,51.20
